CustID,Marital_Status,Education,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Income,Age,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumAppPurchases,NumStorePurchases,NumWebVisitsMonth,MntTotal,MntRegularProds,AcceptedCmpOverall,Response
3542,Single,PhD,No,No,0,0,0,1,0,0,76045,60,78,760,53,400,17,93,0,1,4,5,11,2,1323,1323,NA,0
3543,Married,PhD,No,Yes,0,0,0,0,0,0,50870,68,NA,53,0,8,0,0,2,1,2,0,3,5,61,59,0,0
3544,Married,Secondary,No,No,0,0,0,0,0,0,NA,50,27,7,4,13,15,8,17,2,2,0,4,5,47,30,0,0
3545,Married,Secondary,Yes,No,0,1,0,0,0,0,NA,46,17,391,32,70,21,32,16,2,6,2,9,5,546,530,NA,0
3546,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,66480,55,71,199,9,57,20,21,6,7,4,1,7,4,306,300,0,0
3547,Divorced,Bachelors,No,No,0,0,0,0,0,0,76773,66,79,516,56,449,86,33,16,1,2,2,11,1,1140,1124,0,0
3548,Single,Secondary,No,No,0,0,0,1,0,0,81698,37,NA,709,45,115,30,160,45,1,8,2,5,5,1059,1014,NA,1
3549,Single,PhD,Yes,Yes,0,0,0,0,0,0,54466,47,78,12,0,4,0,0,0,1,1,0,2,5,16,16,0,0
3550,Single,Masters,No,No,0,1,0,0,0,0,98777,60,23,1000,19,711,125,115,38,0,4,6,9,1,1970,1932,NA,0
3551,Single,PhD,Yes,No,0,0,0,0,0,0,16269,36,75,19,3,18,3,1,0,3,3,0,3,8,44,44,0,0
3552,Together,Bachelors,No,Yes,0,1,1,0,0,0,71819,49,70,1224,28,140,0,14,168,3,3,3,5,6,1406,1238,2,0
3553,Married,PhD,Yes,No,1,0,0,0,0,0,33569,37,10,16,2,18,3,0,24,1,1,1,2,8,39,15,NA,1
3554,Married,Masters,No,No,1,0,0,0,0,0,36262,37,24,88,39,54,64,28,153,1,3,5,3,6,273,120,NA,1
3555,Together,HighSchool,No,No,0,0,0,0,0,0,22634,54,NA,2,23,11,8,6,46,1,2,1,2,8,50,4,0,0
3556,Married,Secondary,No,Yes,0,0,0,0,0,0,47025,42,98,508,11,59,23,5,29,5,11,1,6,9,606,577,0,0
3557,Single,Bachelors,No,Yes,0,0,0,0,0,0,70566,52,4,381,28,215,84,28,21,2,6,5,9,3,736,715,0,0
3558,Married,PhD,Yes,No,0,0,0,0,0,0,31605,41,15,74,0,42,2,1,6,2,2,1,4,7,119,113,0,0
3559,Divorced,Masters,Yes,Yes,0,0,0,0,0,0,52034,47,NA,146,0,93,7,13,73,5,4,2,5,7,259,186,0,0
3560,Single,Bachelors,Yes,No,0,0,0,0,0,0,48526,41,32,23,17,23,43,20,9,1,2,1,4,3,126,117,0,0
3561,Married,Bachelors,No,Yes,0,0,0,0,0,0,46734,66,40,110,5,137,26,23,29,2,6,1,5,7,301,272,0,0
3562,Divorced,Bachelors,Yes,Yes,0,0,0,0,0,0,39552,58,54,165,3,147,4,24,41,7,6,2,5,8,343,302,0,1
3563,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,NA,54,78,957,47,494,82,47,95,4,5,3,6,8,1627,1532,0,0
3564,Together,Bachelors,2,Yes,0,0,0,0,0,0,46931,43,94,41,0,17,3,1,16,2,1,1,3,3,62,46,0,0
3565,Single,HighSchool,No,No,0,0,0,0,0,0,16581,35,51,1,3,4,2,3,11,1,0,0,3,4,13,2,0,0
3566,Divorced,Secondary,No,No,0,0,0,0,0,0,63998,68,42,176,29,818,0,33,112,1,7,6,11,4,1056,944,0,1
3567,Married,Masters,No,Yes,0,1,0,0,0,0,67381,69,NA,815,8,53,11,0,70,4,2,2,9,7,887,817,NA,0
3568,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,25930,53,87,6,1,2,2,0,4,1,1,0,2,7,11,7,0,0
3569,Married,Bachelors,Yes,No,0,0,0,0,0,0,42693,42,NA,8,4,20,6,3,16,1,1,0,3,5,41,25,0,0
3570,Together,Bachelors,No,Yes,0,0,0,1,0,0,85606,NA,89,717,42,864,219,30,84,2,6,7,9,3,1872,1788,NA,0
3571,Single,Bachelors,No,No,0,1,1,1,0,0,72903,35,NA,1067,138,750,0,19,39,1,7,5,8,4,1974,1935,3,1
3572,Together,Secondary,Yes,No,0,0,0,0,0,0,49669,46,97,166,5,107,11,8,29,2,5,1,6,6,297,268,0,0
3573,Married,PhD,Yes,Yes,0,0,0,0,0,0,36778,52,63,29,4,34,2,4,4,3,3,0,3,9,73,69,0,0
3574,Divorced,PhD,No,No,0,0,0,0,0,0,85696,58,NA,714,76,395,116,0,12,1,4,6,9,1,1301,1289,0,1
3575,Divorced,Masters,No,No,0,0,0,0,0,0,10979,31,34,8,4,10,2,2,4,2,3,0,3,5,26,22,0,0
3576,Married,Bachelors,No,Yes,0,0,0,0,0,0,49678,59,81,229,5,56,3,2,20,2,6,2,4,7,295,275,0,0
3577,Together,Masters,No,Yes,0,0,0,0,0,0,56129,67,65,320,48,133,39,72,48,4,6,2,10,4,612,564,0,0
3578,Married,Bachelors,Yes,No,0,0,0,0,0,0,37155,31,51,23,0,26,7,15,3,1,2,0,4,5,71,68,0,0
3579,Divorced,Secondary,Yes,No,0,0,0,0,0,0,21282,42,76,1,5,8,4,8,20,2,2,1,2,6,26,6,0,0
3580,Single,PhD,No,Yes,0,0,0,0,0,0,33419,58,76,56,0,12,0,0,18,2,2,0,4,7,68,50,0,0
3581,Widow,Bachelors,No,No,0,0,0,0,0,0,63285,75,84,508,124,249,50,38,134,1,6,5,13,3,969,835,0,0
3582,Together,Masters,Yes,No,0,0,0,0,0,0,21255,46,NA,29,0,25,2,2,3,4,2,1,4,4,58,55,0,0
3583,Together,Bachelors,Yes,No,1,0,0,0,0,0,42162,39,31,46,7,59,2,4,27,2,3,1,3,6,118,91,NA,1
3584,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,54450,64,0,454,0,171,8,19,32,12,9,2,8,8,652,620,0,0
3585,Married,PhD,No,Yes,0,0,0,0,0,0,57744,66,91,350,3,39,0,0,19,2,9,1,4,8,392,373,0,0
3586,Single,Bachelors,Yes,No,1,0,0,0,0,0,26576,34,40,10,0,8,0,0,9,1,1,0,2,9,18,9,NA,1
3587,Widow,PhD,No,No,0,0,0,0,0,0,57513,77,59,735,40,183,52,20,30,2,9,3,13,6,1030,1000,0,0
3588,Together,Bachelors,No,Yes,0,0,0,0,0,0,68142,56,96,897,126,196,91,112,37,3,10,4,7,6,1422,1385,0,0
3589,Married,Bachelors,No,Yes,0,0,0,0,0,0,NA,41,61,5,2,3,3,0,5,1,1,0,2,8,13,8,0,0
3590,Together,Bachelors,No,No,0,0,1,0,0,0,83145,46,NA,777,35,731,39,137,114,1,5,9,11,2,1719,1605,NA,1
3591,Married,Masters,No,Yes,0,0,0,0,0,0,54197,60,16,162,6,37,6,13,13,2,1,3,6,1,224,211,0,0
3592,Single,PhD,Yes,Yes,0,0,0,0,0,0,23091,57,98,35,0,11,0,0,2,4,2,1,3,7,46,44,0,0
3593,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,46049,NA,11,342,9,112,19,14,19,10,5,2,9,7,496,477,0,1
3594,Together,Bachelors,No,No,0,0,0,0,0,0,NA,46,52,258,105,239,237,172,9,1,7,3,4,4,1011,1002,0,0
3595,Married,Bachelors,No,No,0,0,0,0,0,0,79410,59,19,658,80,483,123,13,13,1,3,2,5,1,1357,1344,0,0
3596,Married,Bachelors,No,Yes,0,0,0,0,0,0,57304,69,61,356,80,329,138,17,106,2,7,6,10,5,920,814,0,0
3597,Married,Bachelors,No,Yes,0,0,0,0,0,0,44375,55,73,213,5,28,7,7,41,1,4,1,6,5,260,219,0,0
3598,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,54450,64,0,454,0,171,8,19,32,12,9,2,8,8,652,620,0,0
3599,Married,Bachelors,No,Yes,0,1,0,0,0,0,59594,55,NA,457,4,29,0,0,9,1,8,1,7,7,490,481,NA,0
3600,Together,Bachelors,No,No,0,0,0,0,0,0,80685,26,55,241,45,604,34,26,54,1,6,4,10,2,950,896,0,0
3601,Married,PhD,No,Yes,0,0,0,0,0,0,40344,46,NA,210,0,6,0,0,2,2,4,1,5,7,216,214,0,0
3602,Married,Bachelors,No,Yes,0,0,0,0,0,0,62710,48,53,441,35,83,7,29,11,4,4,2,12,4,595,584,0,0
3603,Married,Secondary,No,Yes,0,0,0,0,0,0,48985,52,NA,19,13,18,10,7,8,1,1,1,3,3,67,59,0,0
3604,Together,Bachelors,Yes,2,0,0,0,0,0,0,35322,52,34,28,9,37,12,7,13,3,2,0,4,8,93,80,0,0
3605,Married,Bachelors,No,No,0,0,0,0,0,0,77142,72,54,476,75,162,29,151,97,1,4,4,8,2,893,796,0,0
3606,Single,Bachelors,No,No,0,0,0,0,0,0,81657,51,69,364,40,425,158,60,50,1,3,4,8,1,1047,997,0,0
3607,Married,HighSchool,No,No,1,0,0,0,0,0,NA,24,81,0,0,2,3,3,8,1,1,0,2,5,8,0,NA,0
3608,Married,Secondary,No,No,0,0,0,0,0,0,20130,46,99,0,6,3,7,6,12,1,1,0,3,8,22,10,0,0
3609,Married,PhD,No,No,0,0,0,0,0,0,74214,30,3,863,83,547,86,99,33,1,8,2,5,5,1678,1645,0,0
3610,Married,Masters,Yes,Yes,0,1,0,0,0,0,66726,NA,61,349,7,35,0,0,47,3,8,2,4,7,391,344,NA,0
3611,Together,HighSchool,Yes,No,0,0,0,0,0,0,23724,41,65,5,23,15,0,18,14,2,2,0,3,8,61,47,0,0
3612,Married,Masters,No,Yes,0,0,0,0,0,0,47353,60,93,184,2,19,8,8,4,3,2,2,6,5,221,217,0,0
3613,Married,Masters,Yes,Yes,0,0,0,0,0,0,33444,68,24,8,0,8,0,0,2,1,1,0,2,8,16,14,0,0
3614,Married,Bachelors,No,Yes,0,0,0,0,0,0,54386,39,8,277,21,64,62,21,25,2,3,2,10,3,445,420,0,0
3615,Divorced,Bachelors,Yes,Yes,0,0,0,0,0,0,28510,39,72,44,5,19,0,4,19,3,2,0,4,5,72,53,0,0
3616,Single,Masters,No,No,0,0,1,0,0,0,90638,29,NA,1156,120,915,94,144,96,1,3,4,10,1,2429,2333,NA,0
3617,Together,Bachelors,No,Yes,0,0,0,0,0,1,48070,70,33,373,14,83,6,9,19,3,8,2,6,7,485,466,0,0
3618,Married,Bachelors,No,Yes,0,0,0,0,0,0,43140,NA,68,134,8,76,6,0,11,1,4,1,5,6,224,213,0,0
3619,Divorced,PhD,No,Yes,0,1,0,0,0,0,54959,59,55,1148,0,60,0,0,24,3,9,5,4,7,1208,1184,NA,1
3620,Single,HighSchool,Yes,Yes,0,0,0,0,0,0,15056,62,76,6,12,3,21,6,40,5,2,2,3,5,48,8,0,0
3621,Single,Bachelors,Yes,No,0,0,0,0,0,0,26954,49,17,4,1,11,0,0,1,1,1,0,2,7,16,15,0,0
3622,Single,Bachelors,Yes,No,0,0,0,0,0,0,22327,35,94,5,4,8,2,0,5,1,1,0,3,5,19,14,0,0
3623,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,NA,55,86,24,2,20,2,2,10,2,1,0,4,4,50,40,0,0
3624,Single,PhD,No,Yes,0,0,0,1,0,0,62000,68,NA,899,0,101,0,0,20,1,6,6,13,4,1000,980,NA,0
3625,Together,PhD,No,Yes,0,0,0,0,0,0,31497,58,22,108,1,28,13,1,4,2,3,1,4,8,151,147,0,0
3626,Married,Secondary,No,2,0,0,0,0,0,0,45894,46,15,27,2,7,0,2,13,1,1,0,3,5,38,25,0,0
3627,Divorced,Masters,No,No,0,0,0,0,0,0,78579,50,35,816,66,549,216,66,99,1,5,6,4,3,1713,1614,0,1
3628,Widow,Masters,No,Yes,0,1,1,0,0,0,67369,51,81,1298,0,70,37,14,42,4,7,4,10,4,1419,1377,2,1
3629,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,NA,60,55,10,0,11,17,29,29,1,1,2,2,4,67,38,0,0
3630,Single,Bachelors,No,Yes,0,0,0,0,0,0,62307,68,94,87,13,34,10,6,10,1,4,0,4,5,150,140,0,0
3631,Married,Masters,Yes,Yes,0,0,0,0,0,0,43641,51,50,57,2,51,4,2,23,3,2,1,4,6,116,93,0,0
3632,Divorced,Masters,No,Yes,0,0,0,0,0,0,63841,52,64,635,15,100,20,7,131,1,9,3,9,6,777,646,0,0
3633,Married,Secondary,No,Yes,0,0,0,0,0,0,46891,55,91,43,12,23,29,15,61,1,2,1,4,4,122,61,0,0
3634,Married,Masters,Yes,No,0,1,0,0,0,0,70091,51,11,964,34,137,15,0,11,2,5,2,10,8,1150,1139,NA,0
3635,Married,PhD,No,No,0,0,0,0,0,0,78075,48,72,572,8,259,34,35,80,1,3,5,5,1,908,828,0,0
3636,Widow,Secondary,No,Yes,0,0,0,0,0,0,59184,59,6,341,142,113,259,151,66,3,6,6,12,5,1006,940,0,0
3637,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,54809,43,0,63,6,57,13,13,22,4,2,1,5,4,152,130,0,0
3638,Married,Bachelors,No,Yes,0,0,0,0,0,1,58113,61,66,221,104,169,102,78,84,3,9,2,8,7,674,590,0,0
3639,Married,Masters,No,Yes,0,0,0,0,0,0,51412,62,42,140,3,29,4,5,14,2,3,2,4,4,181,167,0,0
3640,Divorced,Bachelors,Yes,No,1,0,0,0,0,0,15287,41,60,1,2,8,4,3,13,2,1,1,2,7,18,5,NA,1
3641,Together,Masters,No,No,0,0,0,0,0,0,66636,NA,64,291,10,689,84,10,0,1,3,4,9,1,1084,1084,0,0
3642,Married,Masters,No,Yes,1,0,0,0,0,0,50965,64,87,544,13,85,8,6,29,3,10,4,5,8,656,627,NA,0
3643,Married,PhD,No,No,0,0,1,0,0,0,84618,55,96,684,100,801,21,66,0,1,6,9,10,2,1672,1672,NA,0
3644,Married,Bachelors,No,No,0,0,0,0,0,0,18351,30,NA,1,12,9,0,14,7,1,2,0,3,7,36,29,0,0
3645,Together,PhD,No,2,1,0,0,0,0,0,NA,NA,54,35,0,4,0,0,10,1,1,1,2,5,39,29,NA,0
3646,Together,Bachelors,No,Yes,0,0,0,0,0,0,36317,55,53,87,3,25,3,2,13,2,3,0,4,7,120,107,0,0
3647,Together,Bachelors,No,Yes,0,1,0,0,0,0,42213,NA,96,309,3,24,4,3,20,2,5,1,7,7,343,323,NA,0
3648,Together,Bachelors,No,Yes,0,0,0,0,0,1,65748,65,58,172,73,93,95,78,34,2,2,4,10,1,511,477,0,0
3649,Together,Bachelors,No,Yes,1,0,0,0,0,0,NA,48,12,625,38,242,50,34,76,2,7,11,11,4,989,913,NA,0
3650,Together,Bachelors,No,No,0,0,1,0,0,0,74918,51,78,972,59,913,25,19,59,1,5,9,6,3,1988,1929,NA,0
3651,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,NA,48,64,157,6,39,6,13,75,5,4,1,5,6,221,146,0,0
3652,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,42160,45,26,48,9,45,3,15,20,4,2,1,4,6,120,100,0,1
3653,Single,Bachelors,No,Yes,0,0,0,0,0,0,61559,55,8,279,83,88,32,14,34,1,4,2,10,3,496,462,0,0
3654,Together,PhD,Yes,Yes,0,0,0,0,0,0,33629,57,NA,132,0,16,0,0,4,5,3,1,4,9,148,144,0,0
3655,Together,PhD,No,No,0,0,0,0,0,0,68682,29,NA,919,0,505,99,30,45,1,4,9,10,2,1553,1508,0,0
3656,Single,Bachelors,No,Yes,0,0,0,0,0,0,34377,57,55,62,0,22,3,1,26,2,2,2,2,7,88,62,0,0
3657,Single,HighSchool,Yes,No,0,0,0,0,0,0,8940,34,NA,1,45,3,4,6,42,3,3,1,3,8,59,17,0,0
3658,Married,Bachelors,Yes,No,0,0,0,0,0,0,NA,47,50,2,6,4,3,1,9,1,1,0,2,8,16,7,0,0
3659,Divorced,Secondary,No,No,0,0,0,1,0,0,77297,NA,84,408,61,109,48,122,41,1,5,7,9,4,748,707,NA,0
3660,Married,Bachelors,Yes,Yes,1,0,0,0,0,0,40211,39,NA,51,1,7,2,1,25,2,2,1,2,8,62,37,NA,0
3661,Widow,PhD,Yes,Yes,0,0,0,0,0,0,33438,62,81,62,1,16,3,2,6,4,2,1,4,5,84,78,0,0
3662,Married,PhD,No,Yes,0,0,0,0,0,0,75032,61,NA,952,12,180,47,12,12,2,5,4,9,3,1203,1191,0,0
3663,Single,PhD,No,No,0,1,0,0,0,0,61284,65,76,618,15,106,20,7,45,1,11,2,8,6,766,721,NA,0
3664,Married,Bachelors,Yes,No,1,0,0,0,0,0,22518,34,36,11,7,12,2,2,27,2,2,1,2,5,34,7,NA,1
3665,Married,Masters,No,Yes,0,0,0,0,0,0,54730,45,64,318,3,17,4,7,56,5,4,1,8,4,349,293,0,0
3666,Married,Masters,Yes,Yes,0,0,0,0,0,0,38452,65,NA,56,0,14,0,0,2,3,3,0,3,7,70,68,0,0
3667,Divorced,Bachelors,Yes,Yes,0,0,0,0,0,0,44421,49,53,110,5,59,7,1,7,5,5,0,4,8,182,175,0,0
3668,Together,PhD,Yes,No,0,0,0,0,0,0,38197,34,86,23,0,11,2,1,3,1,1,0,3,5,37,34,0,0
3669,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,41986,42,15,27,5,8,8,3,12,3,3,0,4,4,51,39,0,0
3670,Together,Bachelors,Yes,No,0,0,0,0,0,0,28427,37,NA,18,3,19,3,3,6,2,2,0,3,8,46,40,0,0
3671,Together,PhD,Yes,No,0,0,0,0,0,0,37395,NA,NA,18,0,9,0,1,11,1,1,0,3,6,28,17,0,0
3672,Married,Bachelors,Yes,No,0,0,0,0,0,0,64722,49,NA,303,0,280,60,147,15,4,8,2,11,6,790,775,0,0
3673,Together,Masters,No,Yes,0,0,0,0,0,0,55249,64,81,97,1,19,2,0,11,1,2,1,4,3,119,108,0,0
3674,Together,Bachelors,No,No,0,1,1,0,1,0,84906,48,98,997,15,414,99,30,76,1,5,6,12,2,1555,1479,3,0
3675,Married,Bachelors,Yes,No,0,0,0,0,0,0,28691,31,NA,5,4,13,8,0,4,1,1,0,3,8,30,26,0,0
3676,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,44213,68,NA,95,11,35,0,4,7,4,2,1,5,6,145,138,0,0
3677,Single,HighSchool,Yes,No,0,0,0,0,0,0,25707,36,18,1,6,2,3,6,3,1,1,0,3,7,18,15,0,0
3678,Married,PhD,2,Yes,0,0,0,0,0,0,59062,53,NA,46,1,12,3,0,9,2,2,0,3,4,62,53,0,0
3679,Single,Bachelors,No,Yes,1,0,0,0,0,0,76624,58,68,411,106,147,54,115,66,1,5,10,7,1,833,767,NA,0
3680,Together,Masters,No,No,0,0,0,0,0,0,66000,73,36,244,51,270,101,0,45,1,1,3,5,1,666,621,0,0
3681,Together,PhD,Yes,No,0,0,0,0,0,0,27683,42,90,152,9,121,12,12,45,4,6,2,4,8,306,261,0,0
3682,Divorced,Bachelors,No,No,0,0,0,0,0,0,NA,49,65,1,1,3,1,1,1,15,0,0,0,20,7,6,0,0
3683,Single,HighSchool,Yes,No,0,0,0,0,0,0,NA,28,63,10,17,18,8,26,40,4,3,2,2,9,79,39,0,0
3684,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,40521,52,82,12,0,5,0,0,4,1,0,1,2,5,17,13,0,0
3685,Together,PhD,Yes,No,0,0,0,0,0,0,20427,47,63,5,0,4,0,0,1,1,1,0,2,8,9,8,0,0
3686,Married,Bachelors,No,Yes,0,1,0,0,0,0,65106,45,55,790,19,133,12,0,19,3,8,3,13,6,954,935,NA,0
3687,Married,PhD,No,No,0,0,1,1,0,0,69969,55,64,882,29,514,38,29,44,1,4,2,6,3,1492,1448,2,1
3688,Married,Bachelors,No,2,0,1,0,0,0,0,67433,68,51,615,28,259,12,48,30,4,6,5,13,4,962,932,NA,0
3689,Married,PhD,No,Yes,1,0,0,0,0,0,NA,53,97,1004,59,265,115,59,27,2,11,10,11,6,1502,1475,NA,1
3690,Married,Bachelors,No,Yes,0,0,0,0,0,0,74716,48,NA,133,27,421,13,195,71,2,7,3,5,4,789,718,0,0
3691,Divorced,Bachelors,No,Yes,0,0,0,0,0,0,68118,57,51,595,23,123,10,23,154,2,8,9,4,6,774,620,0,0
3692,Married,PhD,Yes,Yes,0,0,0,0,0,0,55158,50,72,293,0,87,4,11,23,4,7,2,5,7,395,372,0,1
3693,Married,Secondary,No,Yes,0,0,0,0,0,0,NA,65,39,313,15,47,20,0,192,2,7,4,3,6,395,203,0,1
3694,Married,Bachelors,No,Yes,0,0,0,0,0,0,74190,45,NA,151,81,86,168,91,64,2,4,2,11,2,577,513,0,0
3695,Married,Bachelors,Yes,Yes,1,0,0,0,0,0,39356,NA,21,15,0,2,0,0,6,1,1,0,2,6,17,11,NA,0
3696,Together,Bachelors,No,No,0,0,1,1,0,0,76653,51,91,736,63,946,219,189,126,1,4,7,11,2,2153,2027,2,0
3697,Divorced,PhD,Yes,Yes,1,0,0,0,0,0,NA,47,37,15,0,8,4,2,20,2,1,1,2,5,29,9,NA,0
3698,Divorced,PhD,No,No,0,0,1,0,0,0,90687,37,98,982,17,672,23,34,51,1,6,2,8,2,1728,1677,NA,1
3699,Together,Masters,No,No,1,0,0,1,0,0,73450,38,85,1142,51,415,90,69,37,1,7,8,11,3,1767,1730,2,0
3700,Married,Bachelors,Yes,Yes,0,0,0,0,0,0,31454,60,40,28,0,11,0,0,9,3,2,0,3,8,39,30,0,0
3701,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,NA,68,2,46,0,12,0,2,23,2,2,1,2,7,60,37,0,1
3702,Divorced,Bachelors,No,No,1,0,1,1,0,0,NA,45,78,897,161,430,186,161,27,0,4,7,6,1,1835,1808,3,1
3703,Married,PhD,Yes,Yes,0,0,0,0,0,0,53378,57,41,489,6,152,8,6,132,10,9,4,6,8,661,529,0,1
3704,Together,Bachelors,Yes,No,0,0,0,0,0,0,19656,50,94,25,4,9,6,8,32,3,2,1,3,7,52,20,0,0
3705,Married,PhD,No,Yes,0,0,0,0,0,0,45579,72,10,145,1,33,2,1,1,1,4,1,4,6,182,181,0,0
3706,Single,Secondary,No,No,0,0,0,0,0,0,85485,62,73,630,26,611,44,18,54,1,6,6,6,2,1329,1275,0,0
3707,Married,Bachelors,No,No,0,1,0,0,0,0,55956,76,22,760,38,104,50,9,38,2,7,3,4,4,961,923,NA,0
3708,Single,Masters,No,Yes,0,0,0,0,0,0,64191,57,NA,420,15,186,151,38,15,3,5,3,13,3,810,795,0,0
3709,Single,Bachelors,Yes,No,1,0,0,0,0,0,38808,48,21,125,17,52,3,19,30,4,5,1,4,8,216,186,NA,1
3710,Married,Masters,Yes,Yes,0,0,0,0,0,0,57183,54,51,464,5,64,7,0,70,8,9,1,7,8,540,470,0,0
3711,Divorced,Masters,Yes,No,0,0,0,0,0,0,NA,52,97,6,6,29,12,15,8,3,2,1,3,8,68,60,0,0
3712,Married,Bachelors,No,Yes,0,1,0,0,0,0,66303,49,NA,1090,12,96,16,12,60,4,3,4,11,8,1226,1166,NA,0
3713,Married,Masters,Yes,No,1,0,0,0,0,0,NA,45,4,3,2,11,2,2,10,1,1,0,2,6,20,10,NA,0
3714,Married,Bachelors,Yes,2,0,0,0,0,0,1,NA,56,77,24,0,27,8,30,10,2,3,0,3,7,89,79,0,0
3715,Divorced,Bachelors,No,No,0,0,0,1,0,0,71847,42,95,737,21,106,55,63,210,0,6,7,9,3,982,772,NA,0
3716,Married,Bachelors,No,Yes,0,0,0,0,0,0,46149,45,36,254,6,71,4,0,27,5,5,1,7,5,335,308,0,0
3717,Together,Bachelors,No,No,0,0,1,0,0,0,78687,37,NA,817,185,687,145,55,241,1,4,6,8,2,1889,1648,NA,1
3718,Divorced,Secondary,No,No,0,1,0,0,1,0,49118,49,90,620,54,239,99,98,119,2,9,7,10,7,1110,991,2,1
3719,Married,PhD,Yes,Yes,0,0,0,0,0,0,37633,NA,NA,13,4,20,0,0,1,2,1,0,3,9,37,36,0,0
3720,Together,Masters,No,No,0,0,0,0,0,0,NA,69,18,113,61,204,34,26,47,2,7,1,7,8,438,391,0,0
3721,Married,HighSchool,No,No,0,0,0,0,0,0,NA,69,89,7,23,78,133,49,144,2,4,2,5,7,290,146,0,0
3722,Divorced,Bachelors,Yes,No,0,0,0,0,0,0,NA,50,43,16,2,18,2,1,5,1,1,0,3,7,39,34,0,0
3723,Married,PhD,No,Yes,0,1,0,0,0,0,57091,48,82,462,0,24,6,0,4,2,9,2,5,7,492,488,NA,1
3724,Married,Secondary,Yes,Yes,0,0,0,0,0,0,46831,51,84,22,2,10,6,4,34,2,1,2,2,4,44,10,0,0
3725,Married,Masters,No,No,1,0,1,1,0,0,83151,48,NA,968,147,842,137,42,210,1,5,7,10,2,2136,1926,3,1
3726,Married,Bachelors,No,No,0,0,0,0,0,0,52531,49,68,283,112,151,51,72,125,2,7,2,10,6,669,544,0,0
3727,Married,Bachelors,No,No,0,0,0,0,0,0,15759,64,12,1,2,5,6,0,3,1,1,0,2,7,14,11,0,0
3728,Single,Bachelors,Yes,No,0,0,0,0,0,0,22804,49,75,14,1,7,2,1,1,1,2,0,2,9,25,24,0,0
3729,Married,Secondary,Yes,No,0,0,0,0,0,0,43050,47,10,30,5,24,6,3,8,2,2,0,4,5,68,60,0,0
3730,Single,PhD,Yes,Yes,0,0,0,0,0,0,42997,43,91,4,0,5,0,1,5,1,1,0,2,7,10,5,0,0
3731,Single,PhD,Yes,Yes,0,0,0,0,0,0,48918,57,21,52,0,9,0,0,1,2,1,0,4,4,61,60,0,0
3732,Together,Masters,No,Yes,0,0,0,0,0,0,60033,66,28,62,1,57,19,11,48,2,2,1,5,2,150,102,0,0
3733,Together,PhD,Yes,No,0,0,0,0,0,0,34043,42,97,20,2,14,3,0,10,1,2,0,2,9,39,29,0,0
3734,Together,Bachelors,No,Yes,0,1,0,0,0,0,57811,54,NA,545,7,114,37,21,78,5,7,2,11,5,724,646,NA,0
3735,Married,Bachelors,No,No,0,0,1,0,0,0,NA,74,NA,558,79,622,207,175,95,1,4,6,4,1,1641,1546,NA,1
3736,Single,Bachelors,Yes,Yes,0,0,0,0,0,0,NA,42,5,6,5,4,13,4,25,4,2,1,3,6,32,7,0,0
3737,Together,Bachelors,No,No,0,1,1,1,0,0,94384,67,NA,1111,24,790,160,45,172,0,5,8,5,2,2130,1958,3,1
3738,Married,Secondary,No,No,0,0,0,0,0,0,23148,35,83,4,6,8,6,3,10,1,2,0,3,7,27,17,0,0
3739,Divorced,Bachelors,Yes,Yes,0,0,0,0,0,0,44267,50,NA,183,5,65,3,5,49,5,5,2,4,9,261,212,0,0
3740,Married,Bachelors,No,No,0,1,0,0,0,0,71626,41,94,546,72,376,94,145,72,1,5,5,8,3,1233,1161,NA,0
3741,Together,Bachelors,No,Yes,0,0,0,0,0,0,60894,54,61,606,7,155,10,0,54,5,10,3,8,7,778,724,0,0
3742,Together,Bachelors,Yes,Yes,0,0,0,0,0,0,50200,NA,70,266,6,51,8,6,64,6,7,1,5,8,337,273,0,0
3743,Married,PhD,No,No,0,1,1,0,0,0,NA,55,43,1142,29,249,38,29,14,1,5,5,12,2,1487,1473,2,0
3744,Married,Bachelors,No,No,1,0,1,1,1,0,65169,38,23,1074,0,69,0,0,46,1,10,4,13,6,1143,1097,4,1
3745,Together,Bachelors,No,Yes,0,0,0,0,0,0,59868,48,37,771,51,154,54,10,154,7,11,2,12,6,1040,886,0,0
3746,Married,PhD,No,Yes,0,0,0,0,0,0,65695,60,50,371,32,189,0,58,6,2,5,4,10,4,650,644,0,0
